City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
20,Bitung,ID,2019-11-04 08:02:59,1.44,125.19,86.0,70,40,2.24,scattered clouds,0,0
21,Noumea,NC,2019-11-04 08:02:59,-22.28,166.46,77.0,47,0,9.17,clear sky,0,0
22,Touros,BR,2019-11-04 08:02:59,-5.2,-35.46,73.4,88,40,3.36,scattered clouds,0,0
23,Oranjemund,ZA,2019-11-04 08:02:59,-28.55,16.43,75.49,41,0,9.98,clear sky,0,0
24,Rikitea,PF,2019-11-04 08:02:59,-23.12,-134.97,74.26,89,100,14.9,overcast clouds,0,0
25,Shumikha,RU,2019-11-04 08:03:00,55.23,63.28,22.41,83,0,2.8,clear sky,0,0
26,Diego De Almagro,CL,2019-11-04 08:03:00,-26.39,-70.05,48.15,76,0,0.36,clear sky,0,0
27,Ilulissat,GL,2019-11-04 08:03:00,69.22,-51.1,24.8,45,60,4.7,broken clouds,0,0
28,Mbanza-Ngungu,CD,2019-11-04 08:03:00,-5.25,14.87,73.92,91,100,3.98,light rain,0.19,0
29,Busselton,AU,2019-11-04 08:02:05,-33.64,115.35,73.0,35,0,11.5,clear sky,0,0
30,Hithadhoo,MV,2019-11-04 08:03:01,-0.6,73.08,83.25,65,79,3.91,broken clouds,0,0
31,Barrow,AR,2019-11-04 08:03:01,-38.31,-60.23,60.91,59,0,19.51,clear sky,0,0
32,Butaritari,KI,2019-11-04 08:03:01,3.07,172.79,83.88,77,27,16.2,scattered clouds,0,0
33,Albany,US,2019-11-04 07:59:31,42.65,-73.75,34.0,86,75,1.57,broken clouds,0,0
34,Krasnoarmeysk,RU,2019-11-04 08:03:02,56.12,38.15,45.0,93,90,13.42,overcast clouds,0,0
35,Labuhan,ID,2019-11-04 08:03:02,-2.54,115.51,88.23,54,92,2.26,overcast clouds,0,0
36,Kahului,US,2019-11-04 08:03:02,20.89,-156.47,75.2,73,1,8.05,clear sky,0,0
37,Buala,SB,2019-11-04 08:03:02,-8.15,159.59,79.88,81,89,4.03,light rain,0.38,0
38,Nizhniy Tsasuchey,RU,2019-11-04 08:03:03,50.52,115.13,26.26,45,0,13.94,clear sky,0,0
39,Punta Arenas,CL,2019-11-04 08:03:03,-53.16,-70.91,39.2,86,75,35.57,light intensity shower rain,0,0
40,Port Alfred,ZA,2019-11-04 08:03:03,-33.59,26.89,69.01,73,20,1.01,few clouds,0,0
41,Chuy,UY,2019-11-04 08:03:04,-33.69,-53.46,57.97,90,23,7.18,few clouds,0,0
42,Puerto Del Rosario,ES,2019-11-04 08:03:04,28.5,-13.86,69.8,83,75,9.17,broken clouds,0,0
43,Cambuga,PH,2019-11-04 08:03:04,13.62,122.45,80.8,81,0,8.88,clear sky,0,0
44,Nome,US,2019-11-04 08:03:04,30.04,-94.42,53.6,87,1,3.36,clear sky,0,0
45,Port Keats,AU,2019-11-04 08:03:04,-14.25,129.55,86.07,64,25,11.92,scattered clouds,0,0
46,Faanui,PF,2019-11-04 08:03:05,-16.48,-151.75,79.09,84,50,11.45,moderate rain,3.31,0
47,Qaanaaq,GL,2019-11-04 08:03:05,77.48,-69.36,15.55,73,100,13.11,overcast clouds,0,0
48,Vaini,IN,2019-11-04 08:03:05,15.34,74.49,84.2,58,40,6.93,scattered clouds,0,0
49,Avera,US,2019-11-04 08:03:05,33.19,-82.53,46.4,93,1,5.03,clear sky,0,0
50,Ngunguru,NZ,2019-11-04 08:03:06,-35.62,174.5,64.0,76,64,4.36,broken clouds,0,0
51,Saint Anthony,US,2019-11-04 08:03:06,43.97,-111.68,33.8,73,90,2.35,overcast clouds,0,0
52,Alta Floresta,BR,2019-11-04 08:03:06,-9.87,-56.08,72.23,83,68,2.66,broken clouds,0,0
53,Cap Malheureux,MU,2019-11-04 08:03:07,-19.98,57.61,80.6,69,40,18.34,scattered clouds,0,0
54,Blackfoot,US,2019-11-04 08:03:07,43.19,-112.35,36.0,47,1,6.93,clear sky,0,0
55,Mehamn,NO,2019-11-04 08:03:07,71.03,27.85,33.8,85,75,28.86,broken clouds,0,0
56,Tiksi,RU,2019-11-04 08:03:08,71.64,128.87,1.4,88,97,5.19,overcast clouds,0,0
57,East London,ZA,2019-11-04 08:03:08,-33.02,27.91,68.0,64,75,8.05,broken clouds,0,0
58,Mar Del Plata,AR,2019-11-04 08:03:08,-46.43,-67.52,48.58,51,0,28.41,clear sky,0,0
59,Port Lavaca,US,2019-11-04 08:03:09,28.61,-96.63,60.01,87,40,3.36,scattered clouds,0,0
60,Norman Wells,CA,2019-11-04 08:03:09,65.28,-126.83,12.2,92,90,2.24,light snow,0,0
61,Colwyn Bay,GB,2019-11-04 08:02:31,53.29,-3.71,48.2,87,100,2.24,light rain,2.31,0
62,Aksarka,RU,2019-11-04 08:03:09,66.56,67.8,8.89,92,91,16.08,overcast clouds,0,0
63,Khatanga,RU,2019-11-04 08:03:10,71.98,102.47,-8.85,96,100,11.41,light snow,0,0.13
64,Lagoa,PT,2019-11-04 08:03:11,37.14,-8.45,64.0,93,40,6.93,scattered clouds,0,0
65,Porbandar,IN,2019-11-04 08:03:11,21.64,69.61,89.6,59,40,6.93,scattered clouds,0,0
66,Tuktoyaktuk,CA,2019-11-04 08:03:11,69.44,-133.03,23.14,93,100,10.51,light snow,0,0.5
67,Bluff,AU,2019-11-04 08:03:12,-23.58,149.07,81.37,48,16,3.87,few clouds,0,0
68,Puerto Ayora,EC,2019-11-04 08:03:12,-0.74,-90.35,69.01,89,60,5.99,broken clouds,0,0
69,Pueblo,US,2019-11-04 07:59:01,38.25,-104.61,39.2,74,1,8.05,clear sky,0,0
70,Wawa,NG,2019-11-04 08:03:12,9.9,4.41,85.59,60,97,0.51,overcast clouds,0,0
71,Yellowknife,CA,2019-11-04 08:03:12,62.45,-114.38,10.4,85,90,5.82,light snow,0,0
72,Provideniya,RU,2019-11-04 08:03:13,64.42,-173.23,17.67,86,0,1.43,clear sky,0,0
73,Bredasdorp,ZA,2019-11-04 08:03:13,-34.53,20.04,71.01,62,8,11.99,clear sky,0,0
74,Pevek,RU,2019-11-04 08:03:13,69.7,170.27,13.48,79,22,16.67,few clouds,0,0
75,Khorinsk,RU,2019-11-04 08:03:13,52.16,109.78,21.61,49,0,7.14,clear sky,0,0
76,Abu Dhabi,AE,2019-11-04 08:03:01,24.47,54.37,86.0,55,0,6.93,clear sky,0,0
77,San Ramon,NI,2019-11-04 08:03:14,12.92,-85.84,63.93,98,18,4.7,few clouds,0,0
78,Yaan,NG,2019-11-04 08:03:14,7.38,8.57,84.94,69,27,2.86,scattered clouds,0,0
79,Bhattiprolu,IN,2019-11-04 08:03:14,16.1,80.78,91.4,59,20,8.05,haze,0,0
80,Dikson,RU,2019-11-04 08:03:15,73.51,80.55,12.65,92,100,20.56,light snow,0,0.88
81,Namibe,AO,2019-11-04 08:03:15,-15.19,12.15,77.0,73,90,5.66,overcast clouds,0,0
82,Castro,CL,2019-11-04 08:03:15,-42.48,-73.76,42.8,93,40,6.93,scattered clouds,0,0
83,Belyy Yar,RU,2019-11-04 08:03:15,53.6,91.39,28.4,68,100,2.24,overcast clouds,0,0
84,Tignere,CM,2019-11-04 08:03:16,7.37,12.65,84.0,55,89,1.77,overcast clouds,0,0
85,Hobart,AU,2019-11-04 08:00:10,-42.88,147.33,55.0,58,75,12.75,broken clouds,0,0
86,Katobu,ID,2019-11-04 08:03:16,-4.94,122.53,86.85,58,78,3.24,light rain,0.5,0
87,Hilo,US,2019-11-04 08:03:16,19.71,-155.08,78.8,74,90,5.03,overcast clouds,0,0
88,Tuatapere,NZ,2019-11-04 08:03:16,-46.13,167.69,66.0,50,100,4.0,light rain,0.13,0
89,Okrika,NG,2019-11-04 08:03:17,5.52,7.78,87.33,65,43,2.53,scattered clouds,0,0
90,Xichang,CN,2019-11-04 08:03:17,27.88,102.25,51.08,82,57,4.29,light rain,2.19,0
91,Hobyo,SO,2019-11-04 08:03:17,5.35,48.53,88.68,53,100,13.62,light rain,0.81,0
92,Taoudenni,ML,2019-11-04 08:03:17,22.68,-3.98,81.9,23,0,6.98,clear sky,0,0
93,Luanda,AO,2019-11-04 08:03:17,-8.83,13.24,82.4,69,40,4.94,scattered clouds,0,0
94,Saskylakh,RU,2019-11-04 08:03:18,71.97,114.09,-17.78,96,81,8.99,broken clouds,0,0
95,Nassau,AT,2019-11-04 08:03:18,46.81,15.34,52.0,93,75,3.36,light rain,0,0
96,Shangqiu,CN,2019-11-04 08:03:18,34.42,115.65,66.99,53,0,3.6,clear sky,0,0
97,Lazaro Cardenas,MX,2019-11-04 08:03:18,28.39,-105.62,55.99,82,84,1.99,broken clouds,0,0
98,Ustye,RU,2019-11-04 08:03:19,58.76,27.79,38.07,92,100,10.13,light rain,1.19,0
99,Sola,TZ,2019-11-04 08:03:19,-3.17,33.8,82.65,30,60,5.86,broken clouds,0,0
100,Mezen,RU,2019-11-04 08:03:19,65.85,44.24,29.75,92,61,16.51,broken clouds,0,0
101,Hofn,IS,2019-11-04 08:03:20,64.25,-15.21,37.15,72,100,21.79,overcast clouds,0,0
102,Lopsmarka,NO,2019-11-04 08:03:20,67.31,14.45,35.6,93,75,13.87,shower rain,0,0
103,Esperance,AU,2019-11-04 08:03:20,-33.86,121.89,71.6,53,0,16.11,clear sky,0,0
104,Iqaluit,CA,2019-11-04 08:03:20,63.75,-68.52,23.0,67,40,3.36,scattered clouds,0,0
105,Torbay,CA,2019-11-04 08:03:20,47.66,-52.73,45.0,87,40,18.34,scattered clouds,0,0
106,Luoyang,CN,2019-11-04 08:03:21,34.66,112.42,66.47,44,0,1.3,clear sky,0,0
107,Luino,IT,2019-11-04 08:03:21,46.0,8.74,55.99,100,0,1.12,clear sky,0,0
108,Morki,RU,2019-11-04 08:03:21,56.43,49.0,33.66,84,100,14.29,light rain,0.13,0
109,Paamiut,GL,2019-11-04 08:03:22,61.99,-49.67,32.47,49,100,8.77,overcast clouds,0,0
110,Miami Beach,US,2019-11-04 08:03:22,45.45,-84.56,37.99,100,90,4.7,overcast clouds,0,0
111,Chernaya Kholunitsa,RU,2019-11-04 08:03:22,58.85,51.72,31.89,91,100,12.39,overcast clouds,0,0
112,Goderich,CA,2019-11-04 08:00:07,43.74,-81.71,48.0,85,100,16.84,light rain,0.69,0
113,Vestmannaeyjar,IS,2019-11-04 08:03:22,63.44,-20.27,39.2,60,75,18.34,broken clouds,0,0
114,Upernavik,GL,2019-11-04 08:03:23,72.79,-56.15,21.63,64,100,8.46,overcast clouds,0,0
115,San Patricio,PY,2019-11-04 08:03:23,-26.98,-56.83,69.76,98,14,3.85,light rain,1,0
116,Bandarbeyla,SO,2019-11-04 08:03:23,9.49,50.81,82.04,78,100,10.76,light rain,2.88,0
117,Nikolskoye,RU,2019-11-04 08:03:24,59.7,30.79,35.6,93,90,8.95,shower sleet,0,0
118,Mahina,ML,2019-11-04 08:03:24,13.76,-10.85,85.64,22,66,5.08,broken clouds,0,0
119,Luderitz,NA,2019-11-04 08:03:24,-26.65,15.16,75.2,36,0,3.36,clear sky,0,0
120,Ariquemes,BR,2019-11-04 08:03:24,-9.91,-63.03,68.77,85,97,1.45,overcast clouds,0,0
121,Vao,EE,2019-11-04 08:03:25,59.1,26.19,38.3,91,100,11.52,light rain,0.56,0
122,Hermanus,ZA,2019-11-04 08:03:25,-34.42,19.24,73.99,62,33,11.99,scattered clouds,0,0
123,Tasiilaq,GL,2019-11-04 08:03:25,65.61,-37.64,28.4,92,98,2.24,light snow,0,0.13
124,Vysokogornyy,RU,2019-11-04 08:03:25,50.1,139.13,17.91,95,94,3.62,overcast clouds,0,0
125,Boca Do Acre,BR,2019-11-04 08:03:25,-8.76,-67.39,70.43,96,100,1.25,overcast clouds,0,0
126,Jalpa,MX,2019-11-04 08:03:26,21.63,-102.98,59.59,77,0,2.62,clear sky,0,0
127,Turukhansk,RU,2019-11-04 08:03:26,65.8,87.96,4.53,93,100,6.33,light snow,0,0.19
128,The Valley,AI,2019-11-04 08:01:19,18.22,-63.06,80.6,83,20,5.82,thunderstorm,0,0
129,Srednekolymsk,RU,2019-11-04 08:03:27,67.46,153.71,0.7,90,94,3.24,overcast clouds,0,0
130,Port Hardy,CA,2019-11-04 08:03:27,50.7,-127.42,53.6,87,40,5.82,scattered clouds,0,0
131,Voh,NC,2019-11-04 08:03:27,-20.95,164.69,72.39,73,21,12.62,few clouds,0,0
132,Bethel,US,2019-11-04 08:03:27,60.79,-161.76,17.6,72,1,17.22,clear sky,0,0
133,Henties Bay,NA,2019-11-04 08:03:28,-22.12,14.28,96.33,6,0,10.58,clear sky,0,0
134,Chara,GR,2019-11-04 08:03:28,39.42,22.43,71.6,68,40,8.05,scattered clouds,0,0
135,Kungurtug,RU,2019-11-04 08:03:28,50.6,97.53,28.36,43,100,1.88,overcast clouds,0,0
136,Yulara,AU,2019-11-04 08:03:28,-25.24,130.99,86.0,7,0,10.29,clear sky,0,0
137,Xiaoyi,CN,2019-11-04 08:03:28,37.15,111.77,55.22,43,0,3.38,clear sky,0,0
138,Fairbanks,US,2019-11-04 08:01:39,64.84,-147.72,12.99,92,1,4.7,clear sky,0,0
139,Grindavik,IS,2019-11-04 08:03:29,63.84,-22.43,37.4,100,90,16.11,light intensity drizzle,0,0
140,Berlevag,NO,2019-11-04 08:03:29,70.86,29.09,33.8,92,90,43.62,overcast clouds,0,0
141,Vanavara,RU,2019-11-04 08:03:29,60.35,102.28,7.86,92,100,5.39,overcast clouds,0,0
142,Coahuayana,MX,2019-11-04 08:03:30,18.62,-100.35,68.54,86,0,2.48,clear sky,0,0
143,Kaitangata,NZ,2019-11-04 08:03:30,-46.28,169.85,54.0,90,45,5.01,scattered clouds,0,0
144,Sobolevo,RU,2019-11-04 08:03:30,54.43,31.9,51.8,88,100,16.13,overcast clouds,0,0
145,Clyde River,CA,2019-11-04 08:03:30,70.47,-68.59,12.2,72,40,5.82,scattered clouds,0,0
146,Mandalgovi,MN,2019-11-04 08:03:31,45.76,106.27,33.39,40,25,9.37,scattered clouds,0,0
147,Charters Towers,AU,2019-11-04 08:03:31,-20.07,146.27,78.24,57,100,10.11,overcast clouds,0,0
148,Pochutla,MX,2019-11-04 08:03:32,15.74,-96.47,75.0,89,0,5.99,clear sky,0,0
149,Gazli,UZ,2019-11-04 08:03:32,40.13,63.45,46.6,31,0,12.68,clear sky,0,0
150,Mayo,CA,2019-11-04 08:03:32,63.59,-135.9,21.2,92,90,2.24,overcast clouds,0,0
151,Qaqortoq,GL,2019-11-04 08:03:32,60.72,-46.03,24.8,53,20,5.82,few clouds,0,0
152,Longyearbyen,NO,2019-11-04 08:03:32,78.22,15.63,12.2,66,20,14.99,few clouds,0,0
153,Burns Lake,CA,2019-11-04 08:00:12,54.23,-125.76,38.26,97,100,2.53,overcast clouds,0,0
154,Hamilton,CA,2019-11-04 07:59:42,43.26,-79.87,41.0,83,90,5.82,light rain,0,0
155,Souillac,FR,2019-11-04 08:03:33,45.6,-0.6,55.4,93,67,14.99,light rain,0,0
156,Timmins,CA,2019-11-04 08:03:34,48.48,-81.33,26.6,100,75,4.7,broken clouds,0,0
157,Port Moresby,PG,2019-11-04 08:03:34,-9.47,147.16,84.2,74,20,25.59,few clouds,0,0
158,San Andres,PH,2019-11-04 08:03:34,13.32,122.68,80.8,81,0,8.88,clear sky,0,0
159,Havelock,US,2019-11-04 08:03:34,34.88,-76.9,51.01,87,1,4.41,clear sky,0,0
160,Teruel,ES,2019-11-04 08:03:34,40.34,-1.11,57.2,62,75,9.17,broken clouds,0,0
161,Severo-Kurilsk,RU,2019-11-04 08:03:35,50.68,156.12,32.43,92,26,7.85,scattered clouds,0,0
162,Alofi,NU,2019-11-04 08:03:35,-19.06,-169.92,68.0,77,100,4.7,overcast clouds,0,0
163,Emmett,US,2019-11-04 08:03:35,43.87,-116.5,39.0,74,29,3.91,scattered clouds,0,0
164,Yar-Sale,RU,2019-11-04 08:03:36,66.83,70.83,4.48,94,1,13.18,clear sky,0,0
165,San Pedro,AR,2019-11-04 08:03:36,-33.68,-59.66,64.99,85,80,2.57,broken clouds,0,0
166,Roma,IT,2019-11-04 08:01:39,41.89,12.48,66.99,77,40,5.82,scattered clouds,0,0
167,Candolim,IN,2019-11-04 08:03:36,15.52,73.76,87.8,66,20,12.75,few clouds,0,0
168,Waitati,NZ,2019-11-04 08:03:37,-45.75,170.57,54.0,93,4,5.99,clear sky,0,0
169,Neepawa,CA,2019-11-04 08:03:37,50.23,-99.46,24.8,92,75,8.05,broken clouds,0,0
170,Ossora,RU,2019-11-04 08:03:37,59.24,163.07,38.08,95,100,26.98,light rain,1.94,0
171,Ayorou,NE,2019-11-04 08:03:37,14.73,0.92,91.11,22,88,3.94,overcast clouds,0,0
172,Port Maria,JM,2019-11-04 08:03:37,18.37,-76.89,78.8,69,20,5.82,few clouds,0,0
173,Portland,US,2019-11-04 08:00:18,43.66,-70.25,39.2,60,1,8.05,clear sky,0,0
174,Praia Da Vitoria,PT,2019-11-04 08:03:38,38.73,-27.07,62.6,100,90,17.11,overcast clouds,0,0
175,Rio Gallegos,AR,2019-11-04 08:03:38,-51.62,-69.22,42.8,60,8,27.51,clear sky,0,0
176,College,US,2019-11-04 08:03:39,64.86,-147.8,15.8,92,1,4.7,clear sky,0,0
177,Karasjok,NO,2019-11-04 08:03:39,69.47,25.52,30.2,58,20,40.26,few clouds,0,0
178,Dudinka,RU,2019-11-04 08:03:39,69.41,86.18,-0.41,84,75,20.13,light shower snow,0,0
179,Kikwit,CD,2019-11-04 08:03:39,-5.04,18.82,83.97,61,100,4.59,overcast clouds,0,0
180,Quilmana,PE,2019-11-04 08:03:40,-12.95,-76.38,60.35,91,65,2.33,broken clouds,0,0
181,Samarai,PG,2019-11-04 08:03:40,-10.62,150.67,74.68,92,100,5.1,light rain,0.75,0
182,Price,US,2019-11-04 08:03:40,39.6,-110.81,34.0,31,1,6.93,clear sky,0,0
183,Tura,RU,2019-11-04 08:03:40,64.27,100.22,-7.25,88,99,1.95,overcast clouds,0,0
184,Kontagora,NG,2019-11-04 08:03:41,10.4,5.47,86.36,43,99,2.8,overcast clouds,0,0
185,Dzilam Gonzalez,MX,2019-11-04 08:03:41,21.28,-88.93,81.0,78,86,11.01,light rain,0.75,0
186,Bambous Virieux,MU,2019-11-04 08:03:41,-20.34,57.76,80.6,69,40,18.34,scattered clouds,0,0
187,Rosetta,EG,2019-11-04 08:03:41,31.4,30.42,73.4,69,0,5.82,clear sky,0,0
188,Tautira,PF,2019-11-04 08:03:42,-17.73,-149.15,78.8,83,75,3.36,light rain,0,0
189,Molina,CL,2019-11-04 08:03:42,-35.11,-71.28,53.6,76,100,5.82,overcast clouds,0,0
190,Sao Filipe,CV,2019-11-04 08:03:42,14.9,-24.5,78.94,71,32,9.08,scattered clouds,0,0
191,Nouadhibou,MR,2019-11-04 08:03:43,20.93,-17.03,73.4,64,0,12.75,clear sky,0,0
192,Keti Bandar,PK,2019-11-04 08:03:43,24.14,67.45,89.24,48,2,11.54,light rain,0.38,0
193,Atambua,ID,2019-11-04 08:03:43,-9.11,124.89,79.05,71,5,5.66,light rain,1.06,0
194,Cherskiy,RU,2019-11-04 08:03:43,68.75,161.3,14.49,89,91,1.57,overcast clouds,0,0
195,Victoria,BN,2019-11-04 08:03:43,5.28,115.24,89.6,70,75,8.05,broken clouds,0,0
196,Egvekinot,RU,2019-11-04 08:03:44,66.32,-179.17,8.31,96,60,3.51,broken clouds,0,0
197,Nalut,LY,2019-11-04 08:03:44,31.86,10.98,74.3,39,0,10.49,clear sky,0,0
198,Peniche,PT,2019-11-04 08:03:44,39.36,-9.38,64.4,72,20,9.17,few clouds,0,0
199,Ribeira Grande,PT,2019-11-04 08:03:45,38.52,-28.7,64.4,88,75,10.29,light intensity shower rain,0,0
200,Ancud,CL,2019-11-04 08:03:45,-41.87,-73.83,42.8,93,40,6.93,scattered clouds,0,0
201,Komsomolskiy,RU,2019-11-04 08:03:45,67.55,63.78,10.18,81,100,17.49,overcast clouds,0,0
202,Kuruman,ZA,2019-11-04 08:03:45,-27.46,23.43,93.0,12,0,1.01,clear sky,0,0
203,Akranes,IS,2019-11-04 08:03:46,64.32,-22.07,37.4,100,90,16.11,light intensity drizzle,0,0
204,Husavik,CA,2019-11-04 08:03:46,50.56,-96.99,26.01,97,83,5.01,broken clouds,0,0
205,Palmer,AU,2019-11-04 08:03:47,-34.85,139.16,62.01,55,40,10.29,scattered clouds,0,0
206,Kruisfontein,ZA,2019-11-04 08:03:47,-34.0,24.73,70.99,42,0,10.09,clear sky,0,0
207,Clovis,US,2019-11-04 08:03:47,36.83,-119.7,59.0,16,1,3.36,clear sky,0,0
208,Ponta Delgada,PT,2019-11-04 08:03:47,37.73,-25.67,64.4,82,40,2.24,scattered clouds,0,0
209,San Cristobal,HN,2019-11-04 08:03:48,14.68,-86.92,63.32,98,80,3.04,broken clouds,0,0
210,Hatillo,PR,2019-11-04 08:03:48,18.49,-66.83,73.99,88,1,3.36,clear sky,0,0
211,Tondano,ID,2019-11-04 08:03:48,1.3,124.91,86.0,70,40,2.24,scattered clouds,0,0
212,Madisonville,US,2019-11-04 08:03:49,37.33,-87.5,41.0,80,1,6.98,clear sky,0,0
213,San Juan,AR,2019-11-04 08:03:49,-31.54,-68.53,65.7,58,0,6.46,clear sky,0,0
214,Tiarei,PF,2019-11-04 08:03:49,-17.53,-149.33,78.8,83,75,3.36,light rain,0,0
215,Cockburn Town,TC,2019-11-04 08:03:49,21.46,-71.14,81.01,72,0,12.01,light rain,0.31,0
216,Zemio,CF,2019-11-04 08:03:50,5.02,25.13,81.73,76,13,4.7,light rain,2.69,0
217,Canico,PT,2019-11-04 08:03:50,32.63,-16.85,69.8,72,40,3.36,scattered clouds,0,0
218,Mongu,ZM,2019-11-04 08:03:50,-15.27,23.14,98.33,16,58,10.69,broken clouds,0,0
219,Carmen,PH,2019-11-04 08:03:51,7.36,125.71,87.8,66,75,6.93,broken clouds,0,0
220,Marzuq,YE,2019-11-04 08:03:51,14.4,46.47,85.62,21,17,13.13,few clouds,0,0
221,Arti,RU,2019-11-04 08:03:51,56.43,58.53,28.27,78,100,14.97,overcast clouds,0,0
222,Vila Praia De Ancora,PT,2019-11-04 08:03:51,41.81,-8.85,63.0,87,75,6.93,broken clouds,0,0
223,Kirkuk,IQ,2019-11-04 08:03:51,35.47,44.4,73.45,24,0,6.8,clear sky,0,0
224,Ucluelet,CA,2019-11-04 08:03:52,48.94,-125.55,48.0,93,21,2.19,few clouds,0,0
225,Tocopilla,CL,2019-11-04 08:03:52,-22.09,-70.2,50.27,32,0,3.33,clear sky,0,0
226,Cancun,MX,2019-11-04 08:02:14,21.17,-86.85,78.8,100,40,2.24,scattered clouds,0,0
227,Mahebourg,MU,2019-11-04 08:01:12,-20.41,57.7,80.6,69,40,18.34,scattered clouds,0,0
228,Upata,VE,2019-11-04 08:03:53,8.02,-62.41,77.0,90,24,1.99,few clouds,0,0
229,Karwar,IN,2019-11-04 08:03:08,14.8,74.13,83.08,73,0,9.15,clear sky,0,0
230,Saint George,GR,2019-11-04 08:03:53,39.45,22.34,71.6,68,40,8.05,scattered clouds,0,0
231,Codrington,AU,2019-11-04 08:03:54,-28.95,153.24,93.2,45,40,8.05,scattered clouds,0,0
232,Muskogee,US,2019-11-04 08:03:54,35.75,-95.37,50.0,75,1,5.82,clear sky,0,0
233,Na Wa,TH,2019-11-04 08:03:54,17.49,104.1,86.0,51,75,6.93,broken clouds,0,0
234,Holme,DK,2019-11-04 08:03:54,56.11,10.17,50.0,100,100,16.11,light rain,0,0
235,Khakhea,BW,2019-11-04 08:03:54,-24.69,23.5,93.52,11,0,7.96,clear sky,0,0
236,Hambantota,LK,2019-11-04 08:03:55,6.12,81.12,87.8,70,75,4.7,broken clouds,0,0
237,Springbok,ZA,2019-11-04 08:01:15,-29.67,17.88,82.4,9,0,8.05,clear sky,0,0
238,Shasta Lake,US,2019-11-04 08:03:55,40.68,-122.36,52.0,37,1,2.15,clear sky,0,0
239,Tepalcatepec,MX,2019-11-04 08:03:55,19.19,-102.85,63.77,79,100,3.65,overcast clouds,0,0
240,Sehithwa,BW,2019-11-04 08:03:56,-20.47,22.7,93.51,24,0,9.22,clear sky,0,0
241,Udachnyy,RU,2019-11-04 08:03:56,66.42,112.4,-9.41,76,75,4.47,broken clouds,0,0
242,Santa Cruz,BR,2019-11-04 08:03:56,-6.22,-36.02,71.67,89,79,7.4,broken clouds,0,0
243,Kenai,US,2019-11-04 08:03:56,60.55,-151.26,37.0,70,90,5.82,overcast clouds,0,0
244,Evensk,RU,2019-11-04 08:03:57,61.92,159.24,27.03,79,97,11.18,overcast clouds,0,0
245,Banda Aceh,ID,2019-11-04 08:00:04,5.56,95.32,85.86,62,66,1.41,light rain,0.5,0
246,Beloha,MG,2019-11-04 08:03:57,-25.17,45.06,97.95,17,8,11.27,clear sky,0,0
247,Waingapu,ID,2019-11-04 08:03:57,-9.65,120.26,82.96,71,61,15.23,broken clouds,0,0
248,Dongzhen,CN,2019-11-04 08:03:57,43.33,129.73,31.64,49,0,1.97,clear sky,0,0
249,Celestun,MX,2019-11-04 08:03:58,20.87,-90.4,79.39,82,82,15.41,broken clouds,0,0
250,Samoded,RU,2019-11-04 08:03:58,63.61,40.52,26.11,84,78,9.08,broken clouds,0,0
